3800000.00,mag_cf
3817544.58,BUREAU_CRYPTOSTAGNATION
3868995.00,KHAIB
3869000.00,TOSHIBA_MOLL
3892398.40,СryptoLaki
3899999.00,nickonecheck
3918597.23,Karen.Torosian
3923373.47,FOX__COINS__BAZAR
3923373.47,Babos-poltos
3930000.00,TRUTH34
3939182.03,ZaykaBTC
3960738.93,kikbtcos
3980000.00,Evgeni08061993
3989958.00,DEmik4Z0
4000000.00,leiabar9
4004679.12,LS_TRADER
