3533800.00,AnnaBereza
3533777.00,gobtcgobtc
3533174.41,MamaTorguet
3526880.00,Sychka6666
3524244.68,BTC.proTRADE
3524244.67,FaceExchange
3524227.69,Kirill2
3522656.67,skiner91
3518527.06,intelchange
3518526.04,MOTOROLA_888
3509953.68,okoner
3509938.68,JuryK
3509937.68,momontenokk
3500067.72,mist___
3500002.00,mining-arsenal
3498141.87,Success_Obmen
