4565999.66,ExchangeBEST
4578505.75,Tatiana360
4598300.00,DEmik4Z0
4639000.00,kimi_96
4657696.36,Benefit_
4678964.38,akvilon76
4708088.88,CHICAGO763
4710000.00,DanilAkh
4888000.00,Misato_Katsuragi
4888888.00,FOX__COINS__BAZAR
4936000.00,RBlack_90
4950000.00,mining-arsenal
5000000.00,Yanvar
5061788.74,BITCOINS.maker
5099900.00,piknik86
5104324.78,pyaniyy
