3588995.00,XCHANGERU
3589000.00,DanilAkh
3606103.61,FOX__COINS__BAZAR
3630000.00,Caramel16
3631100.00,AnnaBereza
3649999.00,mining-arsenal
3662639.00,Sychka6666
3687755.00,vladim-kotov
3733905.73,TANY_TRADER
3747989.00,rusalex
3749978.88,CHICAGO763
3837165.00,nazarkulova0101
3845500.00,Dilyarba
3870929.79,Pyhliy
3883920.00,CryptoInvestTrade
3939441.82,pyaniyy
